source_id,z_spec,Usage
27532,0.09425009,Private
27549,0.5092016,Private
27563,0.06377017,Public
27564,0.1032942,Private
27566,0.7062608,Private
27569,0.3880034,Public
27571,0.7367253,Private
27579,0.6361496,Public
27584,0.4749107,Public
27586,0.1147955,Private
27588,0.1314733,Public
27594,0.4488506,Public
27597,0.7212641,Public
27598,0.1565442,Public
27603,0.2450541,Private
27605,0.08559604,Private
27606,0.0289721,Private
27610,0.6464692,Public
27617,0.1315335,Private
27621,0.6036606,Private
27624,0.5400733,Private
27626,0.7609268,Public
27632,0.263393,Public
27657,0.1146737,Private
27659,0.5706222,Private
27663,0.47311,Public
27672,0.2095622,Private
27675,0.1290141,Public
27676,0.06230894,Public
27684,0.164094,Private
27685,0.4559678,Private
27689,0.06404563,Public
27690,0.79632,Private
27691,0.3234342,Private
27696,0.5588402,Public
27703,0.5847886,Private
27712,0.05607562,Private
27713,0.1402792,Private
27716,0.6341991,Private
27723,0.02714596,Private
27725,0.1123343,Public
27729,0.04758993,Public
27734,0.08460519,Private
27738,0.5751871,Private
27740,0.03277302,Public
27742,0.3640159,Public
27746,0.06611641,Private
27747,0.08779074,Public
27751,0.440502,Public
27757,0.2912979,Private
27766,0.5883451,Private
27777,0.5318027,Private
27785,0.5237805,Private
27788,0.5596442,Public
27798,0.0774392,Private
27799,0.08366362,Public
27810,0.5187001,Public
27818,0.2217869,Private
27821,0.09714276,Private
27829,0.3502276,Private
27835,0.1735539,Public
27843,0.1616375,Private
27848,0.197211,Private
27856,0.5049626,Private
27862,0.0684204,Private
27867,0.05268557,Public
27868,0.4774684,Private
27877,0.3908525,Private
27881,0.01267064,Private
27885,0.02689452,Private
27892,0.1904944,Private
27898,0.08936026,Public
27909,0.05799385,Public
27912,0.5699044,Private
27915,0.4637723,Private
27916,0.3208081,Private
27920,0.5995947,Public
27924,0.2644139,Public
27926,0.5009581,Private
27930,0.7704008,Private
27935,0.3908489,Public
27937,0.6406309,Private
27938,0.06105689,Public
27939,0.573677,Public
27946,0.07937868,Public
27949,0.1891651,Public
27952,0.1414853,Public
27956,0.47554,Private
27959,0.6375323,Private
27961,0.06097955,Private
27962,0.1805969,Public
27967,0.09523693,Public
27973,0.07009935,Public
27990,0.1128719,Private
28000,0.4771384,Public
28001,0.457859,Private
28004,0.1848729,Private
28013,0.6563513,Private
28016,0.1020088,Public
28018,0.1113403,Private
28022,0.3443141,Public
28024,0.4498322,Public
28036,0.19284,Private
28038,0.5962393,Private
28044,0.1671441,Private
28054,0.2884129,Public
28060,0.6471743,Private
28064,0.100709,Private
28067,0.04305915,Public
28069,0.1369717,Private
28074,0.2771011,Public
28082,0.3335763,Private
28084,0.5009372,Private
28088,0.2024218,Private
28091,0.0728116,Private
28106,0.3647795,Public
28114,0.5422902,Private
28132,0.5371197,Private
28133,0.03655308,Public
28138,0.05674112,Public
28141,0.1801247,Private
28145,0.1702369,Private
28151,0.09675318,Private
28152,0.2174597,Private
28155,0.1376115,Private
28164,0.03998863,Public
28172,0.1276096,Public
28173,0.6731026,Private
28174,0.5087827,Private
28176,0.1036514,Private
28179,0.04715846,Private
28180,0.0441112,Private
28182,0.4510655,Private
28183,0.4410338,Private
28184,0.6772951,Public
28190,0.5330352,Private
28202,0.3063488,Private
28205,0.4143641,Public
28207,0.2562385,Private
28208,0.09462593,Private
28214,0.06426395,Private
28220,0.6641613,Private
28223,0.4737367,Public
28225,0.4514364,Public
28228,0.5313903,Public
28229,0.3668303,Public
28230,0.5382486,Private
28231,0.1043445,Private
28251,0.5589157,Private
28255,0.4640048,Public
28261,0.06832357,Public
28270,0.515766,Public
28273,0.346691,Private
28274,0.1495209,Public
28287,0.5038113,Private
28288,0.4307697,Private
28295,0.5535898,Private
28302,0.574404,Public
28305,0.4542624,Public
28307,0.06430697,Private
28308,0.468251,Private
28314,0.4810998,Public
28317,0.118595,Private
28328,0.2418639,Private
28330,0.1555482,Public
28333,0.1532807,Public
28341,0.5163636,Public
28343,0.06009131,Public
28350,0.3439774,Public
28351,0.1812376,Private
28357,0.5565631,Public
28363,0.3224558,Private
28365,0.108273,Private
28368,0.09385435,Public
28369,0.09040543,Public
28371,0.6145956,Private
28378,0.1658985,Private
28379,0.5927435,Private
28380,0.1103213,Public
28390,0.1999982,Public
28391,0.1506457,Public
28393,0.3206755,Private
28395,0.5210655,Private
28398,0.5307479,Private
28400,0.1528203,Private
28404,0.4483744,Public
28410,0.101135,Private
28412,0.5228679,Public
28415,0.1964081,Private
28432,0.1401914,Private
28439,0.1408008,Private
28451,0.147228,Public
28453,0.05098906,Private
28454,0.5352834,Private
28460,0.1408425,Public
28469,0.6498462,Public
28475,0.4215135,Private
28477,0.3395903,Public
28478,0.5351952,Public
28481,0.2679962,Public
28482,0.5844485,Public
28490,0.2216491,Public
28491,0.1257959,Private
28502,0.6609029,Public
28511,0.1428669,Private
28514,0.1271538,Public
28520,0.1456742,Public
28522,0.5564822,Public
28523,0.2333137,Private
28525,0.5690815,Private
28527,0.3376364,Public
28529,0.5449877,Public
28541,0.1033657,Public
28546,0.3215885,Public
28548,0.2196204,Private
28549,0.5440639,Public
28552,0.2216747,Private
28555,0.4876632,Private
28557,0.6494618,Private
28561,0.5557999,Private
28562,0.0705611,Public
28570,0.3851494,Private
28582,0.4486099,Public
28602,0.5603574,Private
28605,0.4100122,Private
28610,0.5914448,Public
28615,0.493877,Private
28621,0.5294017,Public
28625,0.1133668,Public
28633,0.1121483,Private
28634,0.5518504,Public
28639,0.1024971,Private
28647,0.08400328,Private
28668,0.6503333,Private
28669,0.1082446,Public
28670,0.6391723,Public
28671,0.5252341,Private
28688,0.1158571,Public
28690,0.6320235,Private
28693,0.4538563,Public
28699,0.1099537,Public
28702,0.07128584,Private
28704,0.3084575,Private
28715,0.6420135,Private
28716,0.4986352,Private
28718,0.1706967,Public
28731,0.3166714,Public
28732,0.4330197,Public
28742,0.08796993,Private
28743,0.6840233,Public
28746,0.103965,Private
28750,0.5683088,Public
28754,0.3674887,Private
28756,0.07901775,Private
28757,0.1348925,Private
28767,0.1714364,Public
28768,0.3615585,Private
28769,0.2761015,Public
28774,0.1503024,Public
28783,0.06018263,Public
28793,0.1694258,Public
28795,0.105704,Private
28797,0.2738685,Public
28803,0.5371279,Public
28804,0.5573123,Private
28805,0.6016063,Private
28807,0.05122269,Private
28810,0.6470636,Private
28820,0.08500534,Public
28830,0.4757232,Private
28831,0.1117875,Public
28834,0.07333162,Public
28835,0.6996741,Public
28840,0.1324992,Private
28842,0.0831797,Public
28853,0.1190896,Private
28854,0.2520534,Public
28859,0.1193524,Public
28865,0.1294687,Public
28876,0.05690338,Public
28878,0.07471289,Public
28884,0.2975781,Private
28885,0.3564487,Private
28887,0.0351129,Public
28892,0.07533138,Private
28893,0.09504323,Public
28896,0.05335716,Public
28899,0.5415249,Public
28900,0.04537797,Public
28901,0.5552126,Public
28906,0.6051236,Private
28916,0.4923401,Public
28924,0.4808943,Private
28926,0.05636407,Public
28927,0.1085582,Private
28930,0.6272891,Private
28931,0.0808377,Public
28933,0.5391403,Public
28942,0.2422578,Private
28948,0.3208106,Private
28975,0.06365711,Private
28981,0.1527212,Public
28982,0.6397981,Private
28992,0.5295873,Public
29001,0.2819353,Public
29009,0.07378363,Private
29011,0.06586888,Private
29022,0.3890893,Private
29024,0.2333623,Private
29032,0.6169261,Public
29033,0.5364757,Private
29047,0.04683765,Public
29048,0.06448651,Public
29055,0.06636391,Public
29059,0.1394109,Private
29061,0.0797253,Public
29063,0.2932318,Public
29072,0.5946781,Private
29075,0.5278253,Private
29084,0.4269388,Private
29086,0.4500377,Private
29087,0.4953085,Public
29092,0.09411459,Private
29113,0.4499759,Private
29118,0.0554855,Private
29124,0.2423919,Private
29134,0.1547552,Public
29139,0.3621948,Public
29140,0.4675767,Private
29158,0.1012064,Public
29160,0.05832123,Public
29164,0.4033708,Public
29165,0.08526807,Private
29178,0.1053293,Private
29181,0.3277583,Private
29187,0.04683268,Private
29189,0.5327042,Private
29190,0.5686358,Private
29192,0.07543185,Public
29202,0.1398021,Private
29203,0.3723653,Public
29204,0.7116621,Public
29227,0.06595188,Public
29236,0.1819045,Private
29241,0.02768321,Private
29250,0.1391008,Private
29251,0.3157004,Private
29257,0.6365917,Private
29265,0.03741517,Public
29272,0.1408271,Private
29281,0.4651358,Private
29283,0.1157154,Private
29287,0.3180975,Public
29295,0.6661833,Public
29299,0.5477888,Private
29300,0.2737556,Public
29301,0.5031992,Public
29309,0.2618222,Public
29312,0.5148397,Public
29317,0.09261924,Public
29318,0.7182668,Private
29320,0.6527576,Private
29327,0.5204325,Private
29328,0.2282096,Public
29332,0.4726462,Public
29336,0.7066279,Public
29345,0.6619988,Public
29362,0.1196027,Public
29369,0.1187431,Private
29371,0.5281531,Private
29372,0.5169852,Private
29373,0.5969056,Public
29375,0.1664461,Public
29376,0.2613479,Public
29377,0.6123628,Public
29379,0.380059,Private
29381,0.1482802,Public
29394,0.54905,Private
29402,0.07437213,Private
29404,0.06952245,Public
29405,0.09596179,Public
29410,0.09169739,Public
29418,0.5726781,Public
29424,0.4326207,Private
29425,0.437615,Private
29426,0.4445088,Private
29427,0.1609522,Private
29430,0.5143185,Public
29432,0.09963211,Public
29433,0.05360753,Public
29437,0.4834613,Public
29455,0.04669005,Private
29473,0.03604291,Public
29475,0.3203016,Public
29480,0.4908018,Public
29482,0.08306824,Public
29483,0.4012669,Private
29485,0.2389489,Public
29486,0.5128657,Public
29493,0.1631533,Public
29504,0.1029398,Private
29511,0.08804766,Private
29513,0.1066792,Private
29516,0.1472534,Public
29520,0.08824313,Public
29523,0.1238296,Private
29533,0.3793,Public
29541,0.1654325,Public
29545,0.1952786,Private
29550,0.2267542,Public
29553,0.03187349,Public
29559,0.4147317,Private
29565,0.4927121,Public
29583,0.4723202,Public
29592,0.107035,Public
29602,0.1313011,Private
29605,0.07823899,Public
29607,0.05777898,Public
29629,0.6067754,Private
29631,0.5667886,Private
29639,0.3213176,Private
29654,0.3018279,Public
29655,0.1441602,Public
29661,0.3857781,Private
29669,0.4202068,Private
29670,0.4694846,Public
29672,0.06977713,Private
29680,0.4778191,Public
29685,0.1270444,Private
29689,0.1390643,Private
29692,0.4883931,Public
29696,0.3449985,Private
29703,0.2480295,Private
29709,0.4063728,Public
29711,0.517646,Public
29714,0.4950022,Private
29715,0.1030588,Public
29717,0.3976955,Public
29722,0.1330939,Public
29725,0.0324153,Private
29734,0.5845042,Public
29739,0.4282968,Private
29754,0.1902095,Public
29756,0.3457244,Public
29757,0.5143067,Private
29759,0.6754251,Public
29764,0.6452468,Public
29765,0.1133559,Public
29767,0.04568283,Private
29768,0.5306553,Public
29777,0.05202803,Public
29778,0.1905611,Public
29782,0.5785615,Public
29793,0.04006717,Public
29794,0.5489826,Private
29796,0.5559415,Public
29802,0.5974041,Public
29806,0.5955089,Private
29810,0.0773503,Private
29813,0.08248314,Public
29814,0.5147939,Public
29815,0.09566208,Public
29825,0.3302072,Private
29831,0.5674497,Public
29855,0.3058475,Public
29856,0.2873456,Public
29858,0.1655809,Public
29863,0.1891739,Public
29870,0.1470595,Public
29873,0.0290214,Private
29877,0.4094634,Private
29882,0.05613742,Private
29894,0.6574668,Private
29902,0.6257576,Public
29932,0.3406134,Private
29943,0.07724422,Private
29945,0.4165229,Private
29954,0.556389,Private
29956,0.2303627,Public
29960,0.3921114,Public
29961,0.2637102,Public
29963,0.08702381,Public
29968,0.6495034,Public
29974,0.0786142,Public
29975,0.102614,Public
29978,0.1522321,Private
29984,0.1166202,Private
29986,0.598933,Private
29990,0.02617167,Public
29991,0.0332841,Private
29992,0.1817296,Private
30005,0.07222124,Private
30008,0.7086374,Private
30009,0.5462923,Public
30011,0.4601964,Public
30013,0.136496,Private
30015,0.08341092,Private
30020,0.4746606,Public
30024,0.3929619,Public
30027,0.6710452,Public
30028,0.1210996,Public
30029,0.3415578,Private
30030,0.02337478,Private
30041,0.1017074,Public
30048,0.5376752,Public
30049,0.06262351,Public
30063,0.01940095,Public
30066,0.1198196,Private
30075,0.1479789,Private
30077,0.1388944,Private
30080,0.03144878,Public
30085,0.7062422,Private
30087,0.1683305,Private
30090,0.5588298,Public
30099,0.5567173,Private
30104,0.07127669,Private
30105,0.04422326,Private
30106,0.761329,Public
30109,0.09376733,Public
30111,0.06023434,Public
30116,0.3926308,Public
30121,0.1463236,Public
30129,0.09287719,Private
30133,0.166164,Public
30134,0.1103187,Public
30143,0.1319508,Private
30161,0.7165083,Private
30164,0.0491217,Public
30177,0.0607571,Private
30183,0.4868343,Public
30194,0.06470388,Public
30215,0.5357573,Private
30225,0.2032482,Public
30226,0.07881846,Public
30232,0.4526462,Public
30251,0.5925979,Private
30254,0.6732988,Public
30255,0.5452133,Private
30257,0.02595514,Public
30266,0.08266556,Private
30268,0.1580801,Public
30270,0.5244344,Public
30273,0.05523631,Private
30276,0.08938126,Private
30279,0.07166542,Public
30284,0.1354961,Public
30285,0.511126,Public
30286,0.1134967,Public
30297,0.07809402,Private
30306,0.2497801,Public
30314,0.7808762,Private
30337,0.1708145,Public
30340,0.5221059,Public
30341,0.03142976,Public
30346,0.3366779,Public
30348,0.04083959,Public
30353,0.03841973,Private
30354,0.09463031,Public
30355,0.5950716,Private
30358,0.6756092,Public
30373,0.0460423,Public
30383,0.08739705,Public
30386,0.4126568,Public
30394,0.5429,Private
30399,0.1372097,Private
30403,0.03852106,Private
30408,0.4840423,Private
30412,0.1956956,Public
30416,0.3345879,Public
30431,0.7583846,Private
30436,0.1825571,Public
30447,0.3030677,Public
30448,0.05576393,Private
30461,0.1117299,Private
30473,0.3335481,Private
30480,0.1767991,Public
30482,0.7013258,Private
30484,0.04116611,Public
30486,0.3002036,Public
30492,0.5375054,Public
30493,0.08631735,Private
30498,0.608595,Private
30505,0.1224332,Private
30523,0.3366999,Public
30531,0.1802223,Public
30535,0.5014676,Public
30540,0.03227073,Private
30543,0.6364502,Public
30544,0.1389379,Public
30552,0.1125341,Private
30561,0.105774,Public
30562,0.1438496,Private
30564,0.0626663,Public
30565,0.03292699,Private
30569,0.1562179,Public
30573,0.1299288,Public
30580,0.07424958,Public
30607,0.1225868,Public
30608,0.1187861,Private
30609,0.05674097,Public
30614,0.1110946,Public
30615,0.02850768,Private
30620,0.1275105,Public
30624,0.01957086,Private
30628,0.5105463,Private
30632,0.532939,Public
30651,0.4229949,Private
30653,0.03333884,Public
30654,0.3060218,Public
30657,0.1056071,Public
30659,0.5187042,Private
30666,0.1608788,Private
30676,0.3367794,Private
30678,0.4990801,Private
30682,0.3419964,Public
30694,0.3049265,Private
30697,0.1173685,Private
30698,0.1954383,Private
30699,0.528043,Private
30707,0.08858246,Private
30716,0.03199351,Public
30720,0.2937205,Private
30723,0.4341012,Private
30733,0.09600715,Private
30734,0.09985255,Public
30740,0.0333944,Private
30746,0.1119082,Public
30750,0.1885383,Public
30755,0.08136292,Private
30766,0.1639061,Public
30771,0.0366102,Private
30776,0.624062,Public
30782,0.614599,Private
30783,0.2626619,Private
30788,0.07720061,Public
30791,0.1458388,Private
30795,0.1293914,Public
30802,0.5655785,Private
30804,0.1246945,Private
30806,0.5638112,Public
30815,0.06829808,Private
30816,0.09310406,Private
30825,0.4480264,Private
30841,0.421257,Private
30844,0.6428685,Public
30846,0.1225398,Private
30847,0.3368696,Public
30856,0.445849,Public
30857,0.0869297,Private
30866,0.1556872,Public
30868,0.2487054,Private
30869,0.7728674,Public
30873,0.1941813,Private
30881,0.5469788,Private
30885,0.5474904,Public
30908,0.5189411,Public
30911,0.2047326,Public
30916,0.3237318,Private
30921,0.07549728,Private
30924,0.5564709,Public
30929,0.4377737,Private
30930,0.07653153,Public
30932,0.4567815,Public
30933,0.5553481,Public
30935,0.08500703,Public
30936,0.6401775,Private
30941,0.04346652,Private
30949,0.1629415,Private
30951,0.157353,Private
30954,0.6256811,Public
30974,0.3824397,Public
30977,0.5790721,Private
30979,0.05373285,Private
30981,0.6708611,Private
30982,0.1362832,Public
30984,0.7275438,Private
30985,0.4254915,Private
30988,0.5017392,Private
30990,0.05276633,Private
30996,0.1227284,Public
31000,0.3263163,Public
31007,0.1760534,Public
31010,0.4888653,Public
31016,0.2035119,Private
31017,0.2468479,Private
31024,0.1158661,Public
31027,0.02278034,Public
31055,0.3472147,Private
31058,0.3540403,Private
31066,0.5079486,Public
31075,0.7876071,Private
31085,0.1270638,Public
31087,0.1100188,Public
31094,0.6713443,Public
31099,0.7613053,Private
31105,0.08787727,Private
31110,0.1520037,Private
31113,0.5060869,Public
31115,0.4529751,Private
31126,0.6611208,Private
31127,0.6108903,Public
31131,0.6789599,Public
31139,0.5048189,Public
31145,0.02791973,Private
31147,0.3331864,Public
31153,0.3499554,Public
31159,0.02557926,Private
31169,0.1233133,Private
31174,0.5123541,Private
31177,0.1032309,Private
31186,0.270758,Public
31213,0.1122603,Private
31218,0.04438206,Public
31225,0.5318376,Public
31236,0.2899035,Private
31250,0.04041722,Public
31253,0.08711966,Public
31259,0.2808419,Private
31261,0.2710935,Public
31275,0.4271557,Public
31276,0.07501774,Private
31279,0.08026129,Private
31280,0.02969164,Private
31283,0.05946496,Public
31285,0.1423245,Private
31286,0.2141521,Private
31300,0.08091003,Public
31312,0.5340943,Public
31315,0.5749484,Public
31323,0.5887311,Private
31324,0.04669737,Public
31331,0.1279078,Private
31335,0.6157634,Private
31337,0.03672473,Public
31346,0.04226125,Private
31348,0.1565218,Public
31349,0.2583719,Public
31351,0.04708509,Private
31357,0.3359071,Public
31362,0.0347915,Private
31367,0.1477404,Private
31368,0.5578694,Public
31376,0.1045033,Public
31379,0.5530508,Public
31385,0.08082993,Private
31390,0.4719431,Private
31401,0.3863401,Public
31403,0.1140319,Private
31406,0.05222469,Private
31415,0.3596894,Private
31416,0.4311184,Public
31417,0.08659192,Public
31419,0.3412027,Public
31422,0.4416442,Public
31423,0.0630039,Public
31432,0.7049028,Public
31433,0.3599337,Public
31440,0.07334255,Public
31449,0.4903055,Public
31455,0.5520011,Private
31457,0.5095078,Private
31478,0.4831414,Public
31480,0.07102259,Private
31481,0.07424459,Public
31498,0.6463067,Private
31500,0.5932954,Private
31508,0.08597849,Public
31509,0.05531608,Private
31510,0.6451859,Private
31514,0.5086057,Private
31533,0.5030307,Public
31541,0.2502246,Public
31551,0.1604017,Private
31552,0.552936,Public
31555,0.0609087,Private
31556,0.2820341,Private
31558,0.08620064,Public
31566,0.4957666,Public
31568,0.4763168,Public
31575,0.7047226,Public
31578,0.3365242,Private
31585,0.4750157,Private
31589,0.08417342,Public
31598,0.02951566,Private
31601,0.5021473,Private
31608,0.2835191,Private
31616,0.4694689,Public
31624,0.1632938,Private
31625,0.1015086,Private
31629,0.271594,Public
31644,0.06748811,Private
31645,0.5878571,Private
31653,0.1583942,Public
31655,0.1269178,Private
31656,0.1335836,Private
31658,0.6286932,Private
31661,0.1481357,Public
31663,0.6077812,Private
31668,0.1111169,Private
31673,0.02262215,Private
31676,0.2575729,Public
31688,0.05876542,Public
31695,0.1562403,Private
31704,0.09286883,Public
31705,0.6452191,Public
31707,0.04669247,Public
31709,0.1609237,Private
31721,0.5681399,Public
31728,0.5884154,Private
31740,0.4481369,Private
31746,0.1224437,Private
31750,0.3701267,Private
31770,0.354582,Public
31778,0.270609,Private
31781,0.3270284,Public
31786,0.05539503,Private
31795,0.3133904,Public
31802,0.1166991,Private
31815,0.5440117,Private
31817,0.1347717,Public
31819,0.133513,Private
31821,0.5985611,Public
31822,0.5827987,Public
31826,0.5409008,Public
31828,0.488402,Public
31831,0.5861168,Private
31845,0.5916879,Private
31852,0.05106682,Public
31860,0.6747706,Private
31875,0.495119,Private
31876,0.06057855,Private
31881,0.6693813,Public
31890,0.6614321,Private
31897,0.5975969,Public
31899,0.5102138,Private
31910,0.5315551,Private
31912,0.5929087,Private
31921,0.09563775,Public
31923,0.1302037,Public
31932,0.13411,Private
31941,0.5953908,Public
31949,0.5904604,Public
31952,0.6461096,Private
31954,0.1116455,Private
31957,0.3510266,Public
31958,0.1274927,Public
31966,0.07307827,Private
31969,0.1688735,Public
31971,0.5103899,Public
31973,0.05255545,Public
31976,0.2062087,Public
31980,0.1060088,Private
31987,0.2543885,Public
31996,0.4828983,Public
32006,0.219681,Private
32009,0.05944464,Public
32016,0.1299654,Public
32022,0.2617787,Private
32046,0.03473759,Private
32049,0.6539657,Public
32069,0.08016033,Public
32076,0.5772387,Public
32083,0.5575991,Public
32088,0.1077353,Private
32089,0.2278423,Private
32093,0.1636413,Private
32097,0.03892126,Private
32099,0.2646905,Public
32101,0.08154965,Private
32115,0.2761852,Private
32117,0.1236774,Public
32121,0.1457099,Private
32125,0.05143932,Public
32130,0.1392465,Private
32145,0.1153374,Private
32151,0.7385913,Public
32152,0.12355,Private
32154,0.5514425,Public
32161,0.2857966,Private
32167,0.6240185,Public
32172,0.1792164,Public
32174,0.2673687,Public
32175,0.1234969,Private
32177,0.5141043,Public
32191,0.06154905,Private
32196,0.3624528,Public
32201,0.07741831,Public
32202,0.1360818,Public
32209,0.1286032,Public
32210,0.4256004,Private
32214,0.2016822,Public
32217,0.3499258,Private
32222,0.1086573,Private
32228,0.2142386,Private
32230,0.1135538,Private
32245,0.06666603,Private
32250,0.063466,Private
32252,0.4652258,Private
32254,0.5193815,Private
32259,0.3025176,Private
32264,0.1363787,Public
32265,0.2495028,Private
32274,0.03840875,Public
32275,0.1267834,Private
32286,0.1549554,Private
32294,0.1064899,Private
32298,0.1159317,Private
32299,0.5298138,Private
32305,0.2393697,Private
32307,0.1495996,Public
32309,0.5840663,Public
32312,0.5001705,Public
32314,0.4429066,Public
32317,0.2475338,Private
32322,0.617915,Private
32326,0.7146337,Private
32327,0.5532473,Public
32328,0.5997547,Private
32330,0.7015818,Public
32332,0.1115924,Private
32333,0.488491,Private
32334,0.6409585,Public
32352,0.4898791,Public
32355,0.6490708,Public
32356,0.1205959,Public
32363,0.1688033,Public
32371,0.4869355,Public
32376,0.07815529,Public
32398,0.6836004,Public
32399,0.1920747,Public
32400,0.05313877,Private
32402,0.6892964,Public
32406,0.5022979,Private
32407,0.09602143,Public
32413,0.4786884,Public
32419,0.1008042,Public
32427,0.289335,Private
32430,0.5230958,Public
32437,0.5788139,Private
32441,0.09467602,Public
32442,0.5722713,Private
32443,0.2060963,Public
32449,0.1469922,Public
32450,0.08133847,Private
32463,0.1326735,Public
32467,0.6203286,Public
32470,0.1672565,Private
32471,0.5024899,Public
32479,0.1474276,Public
32486,0.3870947,Public
32499,0.05081852,Public
32500,0.02382838,Private
32521,0.5338068,Private
32532,0.09229607,Private
32535,0.6306913,Public
32543,0.3348705,Private
32544,0.1448945,Private
32548,0.5417746,Public
32551,0.1251631,Private
32556,0.03775904,Private
32567,0.4797355,Private
32573,0.1589065,Public
32574,0.565926,Public
32577,0.763402,Private
32580,0.6415255,Private
32583,0.4806476,Public
32591,0.5872884,Public
32596,0.497377,Private
32599,0.1084238,Public
32600,0.06161324,Public
32602,0.2380391,Private
32606,0.09269568,Public
32624,0.08189753,Public
32628,0.3329126,Public
32632,0.06559141,Private
32634,0.1495923,Public
32635,0.3422142,Private
32642,0.4203116,Private
32646,0.5748096,Private
32658,0.08007971,Private
32664,0.2214354,Private
32675,0.4858909,Public
32683,0.4541439,Private
32694,0.1038274,Private
32705,0.3401985,Private
32711,0.1975919,Public
32733,0.5450704,Public
32735,0.2396191,Private
32743,0.4745354,Public
32745,0.1351319,Private
32746,0.5709465,Public
32747,0.4552752,Private
32750,0.1934725,Private
32762,0.1061842,Public
32766,0.5798074,Public
32769,0.7066778,Private
32779,0.06023889,Public
32780,0.6947111,Public
32784,0.5951832,Private
32788,0.09702328,Public
32792,0.08677538,Private
32793,0.3395189,Public
32795,0.1806965,Public
32799,0.4999445,Private
32800,0.1370223,Public
32806,0.6561828,Public
32813,0.4916883,Private
32821,0.4913526,Private
32826,0.133472,Private
32828,0.03792535,Private
32833,0.5486845,Public
32844,0.1906432,Public
32854,0.08556693,Private
32872,0.4305337,Private
32873,0.486325,Private
32875,0.2953416,Public
32879,0.023964,Public
32882,0.1339549,Public
32888,0.6513662,Private
32899,0.1335428,Private
32913,0.4962331,Public
32919,0.6102105,Public
32920,0.1000011,Public
32921,0.3536165,Public
32924,0.1222453,Private
32925,0.5422348,Private
32926,0.06078982,Public
32930,0.4420936,Private
32933,0.6043409,Private
32934,0.2057696,Public
32940,0.165289,Public
32954,0.3057843,Public
32955,0.2116381,Public
32959,0.2217774,Private
32963,0.2465902,Private
32966,0.09482971,Public
32972,0.4006847,Public
32975,0.4855652,Private
32977,0.1388178,Public
32980,0.04354208,Private
32981,0.4841329,Private
32983,0.1248877,Private
32991,0.08994097,Private
32994,0.1372396,Private
33001,0.6327067,Private
33002,0.3417867,Public
33005,0.1981529,Public
33012,0.0721955,Public
33037,0.5197794,Public
33038,0.4808928,Public
33039,0.450843,Public
33040,0.1030661,Public
33043,0.4572449,Public
33050,0.1423547,Public
33053,0.03175252,Private
33055,0.5380654,Private
33062,0.5683392,Private
33063,0.09914667,Private
33064,0.5919917,Private
33065,0.5446966,Private
33069,0.5445747,Public
33071,0.5195382,Private
33073,0.228243,Public
33085,0.07774973,Private
33087,0.1111226,Private
33092,0.6990833,Public
33123,0.5797418,Private
33130,0.6428922,Public
33132,0.08232959,Public
33139,0.4826816,Public
33142,0.3836748,Public
33149,0.2553232,Public
33154,0.5204066,Private
33159,0.3795541,Private
33160,0.5756143,Public
33161,0.5228882,Private
33166,0.1665212,Public
33172,0.1444052,Public
33174,0.08274999,Private
33193,0.05399457,Private
33204,0.5148563,Public
33205,0.03913744,Public
33236,0.2015907,Private
33241,0.7607688,Private
33243,0.08249684,Public
33257,0.273086,Public
33262,0.1666071,Public
33268,0.1761968,Private
33270,0.1094907,Private
33272,0.1543293,Private
33276,0.5692174,Public
33282,0.1116814,Private
33289,0.2466561,Private
33290,0.08377632,Public
33298,0.4339885,Private
33302,0.266756,Public
33307,0.07641342,Public
33313,0.08617134,Private
33320,0.7775034,Public
33324,0.5338791,Private
33326,0.1133129,Private
33332,0.5636687,Public
33340,0.1458933,Public
33349,0.1275332,Private
33351,0.555092,Public
33357,0.5654522,Private
33359,0.7517363,Public
33361,0.503104,Public
33362,0.06991686,Private
33365,0.5207402,Public
33367,0.2647292,Private
33368,0.6622019,Private
33370,0.1141656,Public
33371,0.5459795,Private
33377,0.1111794,Private
33380,0.07867218,Private
33387,0.1540659,Public
33397,0.5351496,Public
33400,0.1955595,Private
33402,0.07066648,Private
33411,0.3191359,Private
33414,0.5696554,Private
33418,0.5351511,Private
33427,0.5109108,Public
33431,0.1106537,Private
33434,0.7450934,Public
33439,0.6630492,Public
33440,0.7569448,Private
33455,0.07306716,Public
33457,0.533735,Public
33458,0.03305584,Private
33461,0.1628069,Private
33477,0.1641862,Private
33479,0.1373953,Private
33481,0.1769634,Public
33487,0.08207096,Private
33490,0.2737697,Public
33496,0.1492492,Public
33500,0.05839763,Public
33513,0.1093219,Public
33514,0.6577507,Private
33519,0.247059,Public
33521,0.2005038,Private
33525,0.3188787,Public
33529,0.4218247,Public
33536,0.06661054,Private
33539,0.07713192,Private
33541,0.1021871,Private
33542,0.1099593,Public
33545,0.241537,Public
33550,0.3550971,Private
33556,0.4593344,Private
33572,0.5700185,Public
33576,0.2762755,Private
33583,0.6821823,Private
33585,0.4302036,Private
33586,0.2635424,Public
33591,0.01083331,Private
33593,0.3525236,Public
33613,0.1566951,Private
33615,0.1136314,Public
33617,0.4310446,Public
33623,0.06304725,Public
33630,0.1813554,Private
33635,0.6449938,Private
33639,0.6771195,Private
33642,0.3032251,Private
33645,0.06864664,Private
33649,0.07354883,Private
33654,0.4319599,Public
33660,0.09680603,Private
